Sentence #,Word,POS,Tag 
Sentence: 151,jogged,VERB,BE
Sentence: 151,one,NUM,O
Sentence: 151,mile,NOUN,O
Sentence: 151,.,PUNCT,O
Sentence: 151,I,PRON,O
Sentence: 151,felt,VERB,O
Sentence: 151,totally,ADV,O
Sentence: 151,exhausted,ADJ,BF
Sentence: 151,and,CCONJ,O
Sentence: 151,shakey,NOUN,BF
Sentence: 151,.,PUNCT,O
Sentence: 152,I,PRON,O
Sentence: 152,did,AUX,O
Sentence: 152,fifteen,NUM,O
Sentence: 152,leg,NOUN,BE
Sentence: 152,lifts,NOUN,IE
Sentence: 152,on,ADP,O
Sentence: 152,each,DET,O
Sentence: 152,leg,NOUN,BE
Sentence: 152,.,PUNCT,O
Sentence: 152,I,PRON,O
Sentence: 152,felt,VERB,O
Sentence: 152,stretched,ADJ,BF
Sentence: 152,and,CCONJ,O
Sentence: 152,ready,ADJ,BF
Sentence: 152,to,PART,IF
Sentence: 152,go,VERB,IF
Sentence: 152,",",PUNCT,O
Sentence: 152,l,NOUN,O
Sentence: 153,I,PRON,O
Sentence: 153,walked,VERB,BE
Sentence: 153,briskly,ADV,O
Sentence: 153,through,ADP,O
Sentence: 153,the,DET,O
Sentence: 153,mall,NOUN,O
Sentence: 153,three,NUM,O
Sentence: 153,times,NOUN,O
Sentence: 153,this,DET,O
Sentence: 153,morning,NOUN,O
Sentence: 153,without,ADP,O
Sentence: 153,stopping,VERB,O
Sentence: 153,I,PRON,O
Sentence: 153,felt,VERB,O
Sentence: 153,invigorated,VERB,BF
Sentence: 154,I,PRON,O
Sentence: 154,went,VERB,O
Sentence: 154,swimming,VERB,BE
Sentence: 154,this,DET,O
Sentence: 154,morning,NOUN,O
Sentence: 154,and,CCONJ,O
Sentence: 154,swam,PROPN,O
Sentence: 154,6,NUM,O
Sentence: 154,laps,NOUN,O
Sentence: 154,without,ADP,O
Sentence: 154,stopping,VERB,O
Sentence: 154,I,PRON,O
Sentence: 154,felt,VERB,O
Sentence: 154,tired,ADJ,BF
Sentence: 154,",",PUNCT,O
Sentence: 154,but,CCONJ,O
Sentence: 154,good,ADJ,BF
Sentence: 154,after,ADP,O
Sentence: 154,swimming,VERB,BE
Sentence: 154,the,DET,O
Sentence: 154,6,NUM,O
Sentence: 154,laps,NOUN,O
Sentence: 154,.,PUNCT,O
Sentence: 155,I,PRON,O
Sentence: 155,went,VERB,O
Sentence: 155,for,ADP,O
Sentence: 155,a,DET,O
Sentence: 155,6,NUM,O
Sentence: 155,mile,NOUN,O
Sentence: 155,hike,NOUN,BE
Sentence: 155,.,PUNCT,O
Sentence: 155,I,PRON,O
Sentence: 155,am,AUX,O
Sentence: 155,tired,ADJ,BF
Sentence: 155,and,CCONJ,O
Sentence: 155,achey,NOUN,BF
Sentence: 155,",",PUNCT,O
Sentence: 155,but,CCONJ,O
Sentence: 155,feeling,VERB,O
Sentence: 155,good,ADJ,BF
Sentence: 155,!,PUNCT,O
Sentence: 156,I,PRON,O
Sentence: 156,used,VERB,O
Sentence: 156,the,DET,O
Sentence: 156,elliptical,NOUN,BE
Sentence: 156,for,ADP,O
Sentence: 156,thirty,NUM,O
Sentence: 156,minutes,NOUN,O
Sentence: 156,.,PUNCT,O
Sentence: 156,My,DET,O
Sentence: 156,legs,NOUN,O
Sentence: 156,are,AUX,O
Sentence: 156,tired,ADJ,BF
Sentence: 156,.,PUNCT,O
Sentence: 157,I,PRON,O
Sentence: 157,used,VERB,O
Sentence: 157,the,DET,O
Sentence: 157,rowing,NOUN,BE
Sentence: 157,machine,NOUN,O
Sentence: 157,for,ADP,O
Sentence: 157,20,NUM,O
Sentence: 157,minutes,NOUN,O
Sentence: 157,in,ADP,O
Sentence: 157,the,DET,O
Sentence: 157,early,ADJ,O
Sentence: 157,morning,NOUN,O
Sentence: 157,.,PUNCT,O
Sentence: 157, ,SPACE,O
Sentence: 157,I,PRON,O
Sentence: 157,felt,VERB,O
Sentence: 157,tired,ADJ,BF
Sentence: 157,in,ADP,O
Sentence: 157,my,DET,O
Sentence: 157,muscles,NOUN,O
Sentence: 157,and,CCONJ,O
Sentence: 157,my,DET,O
Sentence: 157,heart,NOUN,BF
Sentence: 157,was,AUX,IF
Sentence: 157,racing,VERB,IF
Sentence: 157,but,CCONJ,O
Sentence: 157,I,PRON,O
Sentence: 157,was,AUX,IF
Sentence: 157,very,ADV,O
Sentence: 157,alert,ADJ,BF
Sentence: 157,and,CCONJ,O
Sentence: 157,ready,ADJ,O
Sentence: 157,to,PART,O
Sentence: 157,get,AUX,O
Sentence: 157,to,ADP,O
Sentence: 157,my,DET,O
Sentence: 157,paperwork,NOUN,O
Sentence: 157,.,PUNCT,O
Sentence: 158,I,PRON,O
Sentence: 158,walked,VERB,BE
Sentence: 158,the,DET,O
Sentence: 158,20,NUM,O
Sentence: 158,minutes,NOUN,O
Sentence: 158,to,PART,O
Sentence: 158,work,VERB,O
Sentence: 158,at,ADP,O
Sentence: 158,a,DET,O
Sentence: 158,quick,ADJ,O
Sentence: 158,pace,NOUN,O
Sentence: 158,while,SCONJ,O
Sentence: 158,wearing,VERB,O
Sentence: 158,my,DET,O
Sentence: 158,loaded,ADJ,O
Sentence: 158,backpack,NOUN,O
Sentence: 158,.,PUNCT,O
Sentence: 158, ,SPACE,O
Sentence: 158,I,PRON,O
Sentence: 158,felt,VERB,O
Sentence: 158,a,DET,O
Sentence: 158,little,ADJ,O
Sentence: 158,tired,ADJ,BF
Sentence: 158,and,CCONJ,O
Sentence: 158,a,DET,O
Sentence: 158,little,ADJ,O
Sentence: 158,bit,NOUN,O
Sentence: 158,sweaty,NOUN,BF
Sentence: 158,but,CCONJ,O
Sentence: 158,ready,ADJ,BF
Sentence: 158,to,PART,O
Sentence: 158,use,VERB,O
Sentence: 158,my,DET,O
Sentence: 158,brains,NOUN,O
Sentence: 158,.,PUNCT,O
Sentence: 159,I,PRON,O
Sentence: 159,did,AUX,O
Sentence: 159,CINDY,PROPN,O
Sentence: 159,in,ADP,O
Sentence: 159,the,DET,O
Sentence: 159,CrossFit,PROPN,BE
Sentence: 159,workout,NOUN,O
Sentence: 159, ,SPACE,O
Sentence: 159,I,PRON,O
Sentence: 159,felt,VERB,O
Sentence: 159,energized,ADJ,BF
Sentence: 160,I,PRON,O
Sentence: 160,ran,VERB,BE
Sentence: 160,2,NUM,O
Sentence: 160,miles,NOUN,O
Sentence: 160,I,PRON,O
Sentence: 160,felt,VERB,O
Sentence: 160,tired,ADJ,BF
Sentence: 160,and,CCONJ,O
Sentence: 160,breathless,ADJ,BF
Sentence: 161,I,PRON,O
Sentence: 161,just,ADV,O
Sentence: 161,ran,VERB,BE
Sentence: 161,a,DET,O
Sentence: 161,mile,NOUN,O
Sentence: 161,on,ADP,O
Sentence: 161,the,DET,O
Sentence: 161,beach,NOUN,O
Sentence: 161,I,PRON,O
Sentence: 161,feel,VERB,O
Sentence: 161,refressed,ADJ,BF
Sentence: 161,but,CCONJ,O
Sentence: 161,a,DET,O
Sentence: 161,little,ADJ,O
Sentence: 161,tired,ADJ,BF
Sentence: 162,I,PRON,O
Sentence: 162,just,ADV,O
Sentence: 162,swam,PROPN,BE
Sentence: 162,20,NUM,O
Sentence: 162,laps,NOUN,O
Sentence: 162,I,PRON,O
Sentence: 162,feel,VERB,O
Sentence: 162,my,DET,O
Sentence: 162,upper,ADJ,O
Sentence: 162,arms,NOUN,O
Sentence: 162,getting,VERB,O
Sentence: 162,bigger,ADJ,BF
Sentence: 163,I,PRON,O
Sentence: 163,did,AUX,O
Sentence: 163,a,DET,O
Sentence: 163,four,NUM,O
Sentence: 163,mile,NOUN,O
Sentence: 163,hike,NOUN,BE
Sentence: 163,.,PUNCT,O
Sentence: 163,I,PRON,O
Sentence: 163,'m,AUX,O
Sentence: 163,exhausted,ADJ,BF
Sentence: 163,.,PUNCT,O
Sentence: 164,I,PRON,O
Sentence: 164,did,AUX,O
Sentence: 164,15,NUM,O
Sentence: 164,minutes,NOUN,O
Sentence: 164,on,ADP,O
Sentence: 164,the,DET,O
Sentence: 164,elliptical,NOUN,BE
Sentence: 164,.,PUNCT,O
Sentence: 164,My,DET,O
Sentence: 164,legs,NOUN,O
Sentence: 164,are,AUX,O
Sentence: 164,so,ADV,O
Sentence: 164,sore,ADJ,BF
Sentence: 165,I,PRON,O
Sentence: 165,played,VERB,O
Sentence: 165,basketball,NOUN,BE
Sentence: 165,for,ADP,O
Sentence: 165,90,NUM,O
Sentence: 165,minutes,NOUN,O
Sentence: 165,.,PUNCT,O
Sentence: 165,It,PRON,O
Sentence: 165,felt,VERB,O
Sentence: 165,great,ADJ,BF
Sentence: 165,to,PART,O
Sentence: 165,break,VERB,O
Sentence: 165,a,DET,O
Sentence: 165,good,ADJ,O
Sentence: 165,sweat,NOUN,O
Sentence: 165,!,PUNCT,O
Sentence: 166,I,PRON,O
Sentence: 166,played,VERB,O
Sentence: 166,ultimate,ADJ,BE
Sentence: 166,frisbee,NOUN,IE
Sentence: 166,for,ADP,O
Sentence: 166,an,DET,O
Sentence: 166,hour,NOUN,O
Sentence: 166,.,PUNCT,O
Sentence: 166,I,PRON,O
Sentence: 166,feel,VERB,O
Sentence: 166,like,SCONJ,O
Sentence: 166,I,PRON,O
Sentence: 166,was,AUX,O
Sentence: 166,really,ADV,BF
Sentence: 166,quick,ADJ,IF
Sentence: 166,on,ADP,O
Sentence: 166,the,DET,O
Sentence: 166,field,NOUN,O
Sentence: 166,.,PUNCT,O
Sentence: 167,I,PRON,O
Sentence: 167,deadlifted,VERB,BE
Sentence: 167,100,NUM,O
Sentence: 167,lbs,NOUN,O
Sentence: 167,.,PUNCT,O
Sentence: 167,I,PRON,O
Sentence: 167,felt,VERB,O
Sentence: 167,accomplished,ADJ,BF
Sentence: 167,.,PUNCT,O
Sentence: 167,This,DET,O
Sentence: 167,was,AUX,O
Sentence: 167,a,DET,O
Sentence: 167,new,ADJ,O
Sentence: 167,personal,ADJ,O
Sentence: 167,record,NOUN,O
Sentence: 167,.,PUNCT,O
Sentence: 168,I,PRON,O
Sentence: 168,did,AUX,O
Sentence: 168,a,DET,O
Sentence: 168,HIT,PROPN,BE
Sentence: 168,class,NOUN,IE
Sentence: 168,at,ADP,O
Sentence: 168,my,DET,O
Sentence: 168,gym,NOUN,O
Sentence: 168,.,PUNCT,O
Sentence: 168,I,PRON,O
Sentence: 168,felt,VERB,O
Sentence: 168,good,ADJ,BF
Sentence: 168,.,PUNCT,O
Sentence: 168,It,PRON,O
Sentence: 168,challenged,VERB,O
Sentence: 168,me,PRON,O
Sentence: 168,.,PUNCT,O
Sentence: 169,I,PRON,O
Sentence: 169,played,VERB,BE
Sentence: 169,tennis,NOUN,O
Sentence: 169,for,ADP,O
Sentence: 169,two,NUM,O
Sentence: 169,hours,NOUN,O
Sentence: 169,I,PRON,O
Sentence: 169,am,AUX,O
Sentence: 169,really,ADV,O
Sentence: 169,tired,ADJ,BF
Sentence: 170,I,PRON,O
Sentence: 170,ran,VERB,BE
Sentence: 170,a,DET,O
Sentence: 170,marathon,NOUN,O
Sentence: 170,I,PRON,O
Sentence: 170,am,AUX,O
Sentence: 170,exhausted,VERB,BF
Sentence: 171,I,PRON,O
Sentence: 171,did,AUX,O
Sentence: 171,20,NUM,O
Sentence: 171,minutes,NOUN,O
Sentence: 171,of,ADP,O
Sentence: 171,yoga,NOUN,BE
Sentence: 171,I,PRON,O
Sentence: 171,feel,VERB,O
Sentence: 171,rejuvenated,ADJ,BF
Sentence: 172,I,PRON,O
Sentence: 172,just,ADV,O
Sentence: 172,did,AUX,O
Sentence: 172,30,NUM,O
Sentence: 172,minutes,NOUN,O
Sentence: 172,of,ADP,O
Sentence: 172,Dancer,PROPN,BE
Sentence: 172,-,PUNCT,IE
Sentence: 172,cise,PROPN,IE
Sentence: 172,I,PRON,O
Sentence: 172,felt,VERB,O
Sentence: 172,the,DET,O
Sentence: 172,burn,NOUN,BF
Sentence: 172,and,CCONJ,O
Sentence: 172,am,AUX,O
Sentence: 172,sweaty,NOUN,BF
Sentence: 172,and,CCONJ,O
Sentence: 172,tired,ADJ,BF
Sentence: 172,.,PUNCT,O
Sentence: 173,I,PRON,O
Sentence: 173,did,AUX,O
Sentence: 173,HITT,PROPN,BE
Sentence: 173,Cardio,PROPN,IE
Sentence: 173,outdoors,ADV,O
Sentence: 173,on,ADP,O
Sentence: 173,the,DET,O
Sentence: 173,track,NOUN,O
Sentence: 173,I,PRON,O
Sentence: 173,was,AUX,O
Sentence: 173,exhausted,VERB,BF
Sentence: 174,I,PRON,O
Sentence: 174,did,AUX,O
Sentence: 174,dumbbell,PROPN,O
Sentence: 174,deadlifts,NOUN,BE
Sentence: 174, ,SPACE,O
Sentence: 174,My,DET,O
Sentence: 174,legs,NOUN,O
Sentence: 174,hurt,VERB,BF
Sentence: 174,and,CCONJ,O
Sentence: 174,I,PRON,O
Sentence: 174,’m,VERB,O
Sentence: 174,tired,ADJ,BF
Sentence: 175,I,PRON,O
Sentence: 175,bicycled,VERB,BE
Sentence: 175,to,ADP,O
Sentence: 175,town,NOUN,O
Sentence: 175,and,CCONJ,O
Sentence: 175,back,ADV,O
Sentence: 175,.,PUNCT,O
Sentence: 175,It,PRON,O
Sentence: 175,was,AUX,O
Sentence: 175,so,ADV,O
Sentence: 175,tiring,ADJ,BF
Sentence: 175,I,PRON,O
Sentence: 175,think,VERB,O
Sentence: 175,it,PRON,O
Sentence: 175,was,AUX,O
Sentence: 175,uphill,ADV,O
Sentence: 175,both,DET,O
Sentence: 175,ways,NOUN,O
Sentence: 175,.,PUNCT,O
Sentence: 176,I,PRON,O
Sentence: 176,hiked,VERB,BE
Sentence: 176,through,ADP,O
Sentence: 176,the,DET,O
Sentence: 176,hills,NOUN,O
Sentence: 176,today,NOUN,O
Sentence: 176,.,PUNCT,O
Sentence: 176,I,PRON,O
Sentence: 176,enjoyed,VERB,O
Sentence: 176,the,DET,O
Sentence: 176,scenery,NOUN,O
Sentence: 176,",",PUNCT,O
Sentence: 176,but,CCONJ,O
Sentence: 176,my,DET,O
Sentence: 176,legs,NOUN,O
Sentence: 176,feel,VERB,O
Sentence: 176,like,SCONJ,O
Sentence: 176,rubber,NOUN,BF
Sentence: 176,.,PUNCT,O
Sentence: 177,I,PRON,O
Sentence: 177,spent,VERB,O
Sentence: 177,one,NUM,O
Sentence: 177,hour,NOUN,O
Sentence: 177,on,ADP,O
Sentence: 177,the,DET,O
Sentence: 177,elliptical,ADJ,BE
Sentence: 177,machine,NOUN,IE
Sentence: 177,.,PUNCT,O
Sentence: 177,I,PRON,O
Sentence: 177,felt,VERB,O
Sentence: 177,outstanding,ADJ,BF
Sentence: 177,and,CCONJ,O
Sentence: 177,exhilarating,ADJ,BF
Sentence: 177,.,PUNCT,O
Sentence: 178,I,PRON,O
Sentence: 178,did,AUX,O
Sentence: 178,four,NUM,O
Sentence: 178,sets,NOUN,O
Sentence: 178,of,ADP,O
Sentence: 178,15,NUM,O
Sentence: 178,reps,NOUN,O
Sentence: 178,on,ADP,O
Sentence: 178,the,DET,O
Sentence: 178,incline,NOUN,BE
Sentence: 178,press,NOUN,IE
Sentence: 178,.,PUNCT,O
Sentence: 178,My,DET,O
Sentence: 178,pecs,NOUN,O
Sentence: 178,are,AUX,O
Sentence: 178,totally,ADV,O
Sentence: 178,sore,ADJ,BF
Sentence: 178,.,PUNCT,O
Sentence: 179,I,PRON,O
Sentence: 179,completed,VERB,O
Sentence: 179,30,NUM,O
Sentence: 179,minutes,NOUN,O
Sentence: 179,of,ADP,O
Sentence: 179,yoga,NOUN,BE
Sentence: 179,I,PRON,O
Sentence: 179,felt,VERB,O
Sentence: 179,relaxed,ADJ,BF
Sentence: 179,and,CCONJ,O
Sentence: 179,flexible,ADJ,BF
Sentence: 180,I,PRON,O
Sentence: 180,ran,VERB,BE
Sentence: 180,a,DET,O
Sentence: 180,mile,NOUN,O
Sentence: 180,on,ADP,O
Sentence: 180,the,DET,O
Sentence: 180,treadmill,NOUN,O
Sentence: 180,I,PRON,O
Sentence: 180,felt,VERB,O
Sentence: 180,so,ADV,O
Sentence: 180,out,SCONJ,BF
Sentence: 180,of,ADP,IF
Sentence: 180,shape,NOUN,IF
Sentence: 181,I,PRON,O
Sentence: 181,just,ADV,O
Sentence: 181,did,AUX,O
Sentence: 181,25,NUM,O
Sentence: 181,pull,VERB,BE
Sentence: 181,ups,NOUN,IE
Sentence: 181,I,PRON,O
Sentence: 181,felt,VERB,O
Sentence: 181,sore,ADJ,BF
Sentence: 181,afterwards,ADV,O
Sentence: 182,I,PRON,O
Sentence: 182,did,AUX,O
Sentence: 182,15,NUM,O
Sentence: 182,squats,NOUN,BE
Sentence: 182,I,PRON,O
Sentence: 182,feel,VERB,O
Sentence: 182,sore,ADJ,BF
Sentence: 183,I,PRON,O
Sentence: 183,just,ADV,O
Sentence: 183,did,AUX,O
Sentence: 183,100,NUM,O
Sentence: 183,sit,VERB,BE
Sentence: 183,ups,NOUN,IE
Sentence: 183,at,ADP,O
Sentence: 183,the,DET,O
Sentence: 183,gym,NOUN,O
Sentence: 183,.,PUNCT,O
Sentence: 183,My,DET,O
Sentence: 183,abdomen,NOUN,O
Sentence: 183,aches,VERB,BF
Sentence: 183,and,CCONJ,O
Sentence: 183,I,PRON,O
Sentence: 183,'m,AUX,O
Sentence: 183,a,DET,O
Sentence: 183,bit,NOUN,O
Sentence: 183,shaky,ADJ,BF
Sentence: 183,.,PUNCT,O
Sentence: 184,I,PRON,O
Sentence: 184,walked,VERB,BE
Sentence: 184,10,NUM,O
Sentence: 184,miles,NOUN,O
Sentence: 184,on,ADP,O
Sentence: 184,the,DET,O
Sentence: 184,treadmill,NOUN,O
Sentence: 184,.,PUNCT,O
Sentence: 184,My,DET,O
Sentence: 184,feet,NOUN,O
Sentence: 184,hurt,VERB,BF
Sentence: 184,and,CCONJ,O
Sentence: 184,I,PRON,O
Sentence: 184,am,AUX,O
Sentence: 184,out,SCONJ,BF
Sentence: 184,of,ADP,IF
Sentence: 184,breath,NOUN,IF
Sentence: 184,.,PUNCT,O
Sentence: 185,I,PRON,O
Sentence: 185,played,VERB,O
Sentence: 185,a,DET,O
Sentence: 185,two,NUM,O
Sentence: 185,hours,NOUN,O
Sentence: 185,tennis,NOUN,O
Sentence: 185,soccer,NOUN,BE
Sentence: 185,I,PRON,O
Sentence: 185,feel,VERB,O
Sentence: 185,relaxed,ADJ,BF
Sentence: 186,I,PRON,O
Sentence: 186,work,VERB,O
Sentence: 186,one,NUM,O
Sentence: 186,hour,NOUN,O
Sentence: 186,gym,NOUN,BE
Sentence: 186,I,PRON,O
Sentence: 186,feel,VERB,O
Sentence: 186,very,ADV,O
Sentence: 186,comfortable,ADJ,BF
Sentence: 187, ,SPACE,O
Sentence: 187,MY,DET,O
Sentence: 187,FIRST,PROPN,O
Sentence: 187,WORKOUT,PROPN,O
Sentence: 187,IS,VERB,O
Sentence: 187,WALKING,VERB,BE
Sentence: 187,I,PRON,O
Sentence: 187,FELT,VERB,O
Sentence: 187,BETTER,ADV,BF
Sentence: 188,MY,DET,O
Sentence: 188,SECOND,ADJ,O
Sentence: 188,WORKOUT,PROPN,O
Sentence: 188,IS,VERB,O
Sentence: 188,JOGGING,PROPN,BE
Sentence: 188,I,PRON,O
Sentence: 188,FELT,VERB,O
Sentence: 188,TIRED,PROPN,BF
Sentence: 189,I,PRON,O
Sentence: 189,did,AUX,O
Sentence: 189,a,DET,O
Sentence: 189,30,NUM,O
Sentence: 189,min,NOUN,O
Sentence: 189,HIIT,PROPN,BE
Sentence: 189,class,NOUN,IE
Sentence: 189,Tired,ADJ,BF
Sentence: 189,and,CCONJ,O
Sentence: 189,sore,ADJ,BF
Sentence: 190,I,PRON,O
Sentence: 190,walked,VERB,BE
Sentence: 190,5,NUM,O
Sentence: 190,miles,NOUN,O
Sentence: 190, ,SPACE,O
Sentence: 190,Full,ADJ,BF
Sentence: 190,of,ADP,IF
Sentence: 190,energy,NOUN,IF
Sentence: 191,I,PRON,O
Sentence: 191,did,AUX,O
Sentence: 191,3,NUM,O
Sentence: 191,sets,NOUN,O
Sentence: 191,of,ADP,O
Sentence: 191,15,NUM,O
Sentence: 191,of,ADP,O
Sentence: 191,straight,ADJ,O
Sentence: 191,leg,NOUN,BE
Sentence: 191,raises,VERB,IE
Sentence: 191, ,SPACE,O
Sentence: 191,I,PRON,O
Sentence: 191,felt,VERB,O
Sentence: 191,motivated,ADJ,BF
Sentence: 191,the,DET,O
Sentence: 191,whole,ADJ,O
Sentence: 191,time,NOUN,O
Sentence: 192,I,PRON,O
Sentence: 192,did,AUX,O
Sentence: 192,25,NUM,O
Sentence: 192,stomach,NOUN,BE
Sentence: 192,crunches,NOUN,IE
Sentence: 192,I,PRON,O
Sentence: 192,felt,VERB,O
Sentence: 192,sweaty,NOUN,BF
Sentence: 193,I,PRON,O
Sentence: 193,did,AUX,O
Sentence: 193,mostly,ADV,O
Sentence: 193,strength,NOUN,O
Sentence: 193,training,NOUN,O
Sentence: 193,including,VERB,O
Sentence: 193,bench,NOUN,BE
Sentence: 193,press,NOUN,IE
Sentence: 193,after,ADP,O
Sentence: 193,I,PRON,O
Sentence: 193,was,AUX,O
Sentence: 193,done,VERB,O
Sentence: 193,I,PRON,O
Sentence: 193,felt,VERB,O
Sentence: 193,pump,VERB,BF
Sentence: 193,up,ADP,IF
Sentence: 194,I,PRON,O
Sentence: 194,did,AUX,O
Sentence: 194,mostly,ADV,O
Sentence: 194,ab,PROPN,O
Sentence: 194,workouts,NOUN,O
Sentence: 194,including,VERB,O
Sentence: 194,leg,NOUN,BE
Sentence: 194,lifts,NOUN,IE
Sentence: 194,after,ADP,O
Sentence: 194,I,PRON,O
Sentence: 194,was,AUX,O
Sentence: 194,done,VERB,O
Sentence: 194,I,PRON,O
Sentence: 194,felt,VERB,O
Sentence: 194,sore,ADJ,BF
Sentence: 194,in,ADP,O
Sentence: 194,my,DET,O
Sentence: 194,back,NOUN,O
Sentence: 194,area,NOUN,O
Sentence: 195,I,PRON,O
Sentence: 195,ran,VERB,BE
Sentence: 195,2,NUM,O
Sentence: 195,miles,NOUN,O
Sentence: 195,on,ADP,O
Sentence: 195,the,DET,O
Sentence: 195,road,NOUN,O
Sentence: 195,.,PUNCT,O
Sentence: 195,I,PRON,O
Sentence: 195,tired,VERB,BF
Sentence: 195,.,PUNCT,O
Sentence: 196,I,PRON,O
Sentence: 196,was,AUX,O
Sentence: 196,cycling,VERB,BE
Sentence: 196,in,ADP,O
Sentence: 196,gym,NOUN,O
Sentence: 196,.,PUNCT,O
Sentence: 196,I,PRON,O
Sentence: 196,felt,VERB,O
Sentence: 196,relax,ADJ,BF
Sentence: 196,and,CCONJ,O
Sentence: 196,happy,ADJ,BF
Sentence: 196,.,PUNCT,O
Sentence: 197,I,PRON,O
Sentence: 197,played,VERB,O
Sentence: 197,shuttle,NOUN,BE
Sentence: 197,game,NOUN,IE
Sentence: 197,It,PRON,O
Sentence: 197,was,AUX,O
Sentence: 197,very,ADV,O
Sentence: 197,good,ADJ,BF
Sentence: 197,and,CCONJ,O
Sentence: 197,healthy,ADJ,BF
Sentence: 198,I,PRON,O
Sentence: 198,am,AUX,O
Sentence: 198,doing,VERB,O
Sentence: 198,yoga,NOUN,BE
Sentence: 198,daily,ADV,O
Sentence: 198,It,PRON,O
Sentence: 198,gives,VERB,O
Sentence: 198,me,PRON,O
Sentence: 198,endurance,NOUN,BF
Sentence: 198,",",PUNCT,O
Sentence: 198,strength,NOUN,BF
Sentence: 198,",",PUNCT,O
Sentence: 198,balance,NOUN,O
Sentence: 198,and,CCONJ,O
Sentence: 198,flexibility,NOUN,BF
Sentence: 199,Went,VERB,O
Sentence: 199,for,ADP,O
Sentence: 199,a,DET,O
Sentence: 199,jog,NOUN,BE
Sentence: 199,Felt,PROPN,O
Sentence: 199,Good,NOUN,BF
Sentence: 200,Went,VERB,O
Sentence: 200,for,ADP,O
Sentence: 200,a,DET,O
Sentence: 200,hike,NOUN,BE
Sentence: 200,Felt,PROPN,O
Sentence: 200,Tired,ADJ,BF
Sentence: 201,I,PRON,O
Sentence: 201,just,ADV,O
Sentence: 201,swam,PROPN,BE
Sentence: 201,from,ADP,O
Sentence: 201,the,DET,O
Sentence: 201,la,PROPN,O
Sentence: 201,jolla,PROPN,O
Sentence: 201,cove,PROPN,O
Sentence: 201,to,ADP,O
Sentence: 201,the,DET,O
Sentence: 201,Scripps,PROPN,O
Sentence: 201,pier,NOUN,O
Sentence: 201,Steady,ADJ,O
Sentence: 201,",",PUNCT,O
Sentence: 201,even,ADV,BF
Sentence: 201,pace,NOUN,IF
Sentence: 202,Met,VERB,O
Sentence: 202,with,ADP,O
Sentence: 202,my,DET,O
Sentence: 202,boot,NOUN,BE
Sentence: 202,camp,NOUN,IE
Sentence: 202,group,NOUN,O
Sentence: 202,this,DET,O
Sentence: 202,morning,NOUN,O
Sentence: 202,we,PRON,O
Sentence: 202,kicked,VERB,BF
Sentence: 202,each,DET,O
Sentence: 202,others,NOUN,O
Sentence: 202,butts,VERB,O
Sentence: 202,!,PUNCT,O
Sentence: 203,I,PRON,O
Sentence: 203,did,AUX,O
Sentence: 203,one,NUM,O
Sentence: 203,hour,NOUN,O
Sentence: 203,of,ADP,O
Sentence: 203,zumba,PROPN,BE
Sentence: 203,.,PUNCT,O
Sentence: 203, ,SPACE,O
Sentence: 203,I,PRON,O
Sentence: 203,feel,VERB,O
Sentence: 203,energetic,ADJ,BF
Sentence: 203,and,CCONJ,O
Sentence: 203,happy,ADJ,BF
Sentence: 203,.,PUNCT,O
Sentence: 204,I,PRON,O
Sentence: 204,did,AUX,O
Sentence: 204,30,NUM,O
Sentence: 204,mins,NOUN,O
Sentence: 204,on,ADP,O
Sentence: 204,the,DET,O
Sentence: 204,treadmill,NOUN,BE
Sentence: 204,.,PUNCT,O
Sentence: 204,I,PRON,O
Sentence: 204,felt,VERB,O
Sentence: 204,bored,ADJ,BF
Sentence: 204,and,CCONJ,O
Sentence: 204,tired,ADJ,BF
Sentence: 204,.,PUNCT,O
Sentence: 205,I,PRON,O
Sentence: 205,did,AUX,O
Sentence: 205,a,DET,O
Sentence: 205,5,NUM,O
Sentence: 205,mile,NOUN,O
Sentence: 205,run,NOUN,BE
Sentence: 205,.,PUNCT,O
Sentence: 205,I,PRON,O
Sentence: 205,was,AUX,O
Sentence: 205,drained,VERB,BF
Sentence: 205,afterwards,ADV,O
Sentence: 205,.,PUNCT,O
Sentence: 206,I,PRON,O
Sentence: 206,did,AUX,O
Sentence: 206,3,NUM,O
Sentence: 206,sets,NOUN,O
Sentence: 206,of,ADP,O
Sentence: 206,crunches,NOUN,BE
Sentence: 206,.,PUNCT,O
Sentence: 206,my,DET,O
Sentence: 206,abs,NOUN,O
Sentence: 206,were,AUX,O
Sentence: 206,destroyed,VERB,BF
Sentence: 206,.,PUNCT,O
Sentence: 207,I,PRON,O
Sentence: 207,went,VERB,O
Sentence: 207,for,ADP,O
Sentence: 207,a,DET,O
Sentence: 207,walk,NOUN,BE
Sentence: 207,today,NOUN,O
Sentence: 207,.,PUNCT,O
Sentence: 207,I,PRON,O
Sentence: 207,felt,VERB,O
Sentence: 207,tired,ADJ,BF
Sentence: 207,.,PUNCT,O
Sentence: 208,I,PRON,O
Sentence: 208,did,AUX,O
Sentence: 208,20,NUM,O
Sentence: 208,jumping,NOUN,BE
Sentence: 208,jacks,NOUN,IE
Sentence: 208,.,PUNCT,O
Sentence: 208,I,PRON,O
Sentence: 208,felt,VERB,O
Sentence: 208,fresh,ADJ,BF
Sentence: 208,.,PUNCT,O
Sentence: 209,I,PRON,O
Sentence: 209,warmed,VERB,O
Sentence: 209,up,ADP,O
